filename,status,action,directive,ok_to_go,recapture_required,enhancement_required,overall_score,score_focus,score_brightness,score_contrast,score_noise,score_fov,score_illumination,score_artifact,flag_focus,flag_brightness,flag_contrast,flag_noise,flag_fov,flag_illumination,flag_artifact,is_hard_failure,hard_failure_reasons,rationale,raw_laplacian_var,raw_tenengrad,scale_normalized_laplacian,focus_lap_subscore,focus_ten_subscore,focus_score,focus_flag,raw_brightness_mean,raw_dark_pixel_pct,raw_bright_pixel_pct,brightness_base_score,dark_penalty,bright_penalty,brightness_score,brightness_flag,raw_contrast_rms,raw_contrast_spread,contrast_score,contrast_flag,raw_noise_residual_std,raw_noise_decoupled_std,raw_noise_local_var_mean,noise_score,noise_flag,raw_fov_coverage,raw_fov_circularity,raw_fov_retinal_area,fov_completeness_ratio,fov_circularity_subscore,fov_completeness_subscore,fov_area_subscore,fov_score,fov_flag,raw_illum_map_cov,raw_illum_center_edge_ratio,illum_cov_subscore,illum_ratio_subscore,illumination_score,illumination_flag,raw_artifact_sat_pixel_pct,raw_artifact_glare_blob_count,artifact_score,artifact_flag
aptos_66460ecab347.png,CRITICAL,RECAPTURE,RECAPTURE,False,True,False,0.7206,0.9071,0.2427,0.6246,0.4301,0.9424,0.7941,1.0,GOOD,SEVERE_UNDEREXPOSURE,MILD_LOW_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,MODERATE_UNEVEN_ILLUMINATION,CLEAN_NO_ARTIFACTS,True,Severe Underexposure (Retinal Mean Intensity=37.1 < 40.0),Hard Failure Triggered: Severe Underexposure (Retinal Mean Intensity=37.1 < 40.0),66.46807098388672,336.8752136230469,265.87,1.0,0.7677,0.9071,GOOD,37.13,2.819,0.0,0.2427,0.0,0.0,0.2427,SEVERE_UNDEREXPOSURE,12.59,31.0,0.6246,MILD_LOW_CONTRAST,2.114,2.114,8.87,0.4301,MODERATE_NOISE,0.4765,0.9967,1498848,0.8089,1.0,0.8561,1.0,0.9424,COMPLETE_FOV,0.3281,0.881,0.7796,0.8209,0.7941,MODERATE_UNEVEN_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_7116128c65ab.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8383,0.4024,0.9632,1.0,0.9322,1.0,1.0,1.0,SEVERE_BLUR,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.838 >= 0.7, Min Dimension = 0.402)",5.926232814788818,188.8883819580078,19.22,0.3141,0.5349,0.4024,SEVERE_BLUR,94.9,1.259,0.0,0.9632,0.0,0.0,0.9632,ACCEPTABLE_EXPOSURE,19.67,52.0,1.0,GOOD_CONTRAST,0.746,0.746,8.05,0.9322,LOW_NOISE,0.7237,0.9456,1636008,1.3858,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.2324,1.264,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_7bc2e0fa3f72.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.7706,0.6261,0.427,0.7168,0.9267,0.9992,1.0,1.0,BORDERLINE_BLUR,MILD_UNDEREXPOSURE,MILD_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.771 >= 0.7, Min Dimension = 0.427)",12.440568923950195,59.50005340576172,79.46,0.9968,0.07,0.6261,BORDERLINE_BLUR,46.5,1.09,0.0,0.427,0.0,0.0,0.427,MILD_UNDEREXPOSURE,13.43,36.0,0.7168,MILD_LOW_CONTRAST,0.806,0.806,2.42,0.9267,LOW_NOISE,0.9113,0.9195,4617920,1.5337,0.998,1.0,1.0,0.9992,COMPLETE_FOV,0.2252,1.286,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_85fce24084da.png,CRITICAL,RECAPTURE,RECAPTURE,False,True,False,0.8054,0.4588,0.7918,0.8479,0.9476,1.0,1.0,1.0,BORDERLINE_BLUR,MILD_OVEREXPOSURE,MILD_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,True,"Severe Defocus Blur (NormLap=39.1 < 8.0, RawLap=3.96, Tenengrad=75.1)","Hard Failure Triggered: Severe Defocus Blur (NormLap=39.1 < 8.0, RawLap=3.96, Tenengrad=75.1)",3.963611602783203,75.06820678710938,39.1,0.6557,0.1635,0.4588,BORDERLINE_BLUR,112.91,0.958,0.0,0.7918,0.0,0.0,0.7918,MILD_OVEREXPOSURE,14.62,29.0,0.8479,MILD_LOW_CONTRAST,0.576,0.576,3.18,0.9476,LOW_NOISE,0.7528,0.932,5171434,1.4432,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.1412,1.07,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_8fc09fecd22f.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8955,0.6513,0.9871,0.9518,0.918,1.0,1.0,1.0,BORDERLINE_BLUR,ACCEPTABLE_EXPOSURE,MILD_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.895 >= 0.7, Min Dimension = 0.651)",9.511309623718262,144.06561279296875,52.95,0.8015,0.4259,0.6513,BORDERLINE_BLUR,91.71,0.709,0.0,0.9871,0.0,0.0,0.9871,ACCEPTABLE_EXPOSURE,15.56,42.0,0.9518,MILD_LOW_CONTRAST,0.902,0.902,5.19,0.918,LOW_NOISE,0.8388,0.9267,3518060,1.4863,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.148,1.121,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_9a159d4674cd.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8682,0.7123,0.966,1.0,0.5865,0.9102,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.868 >= 0.7, Min Dimension = 0.587)",46.14338684082031,602.6299438476562,29.52,0.5205,1.0,0.7123,GOOD,94.53,1.153,0.0,0.966,0.0,0.0,0.966,ACCEPTABLE_EXPOSURE,18.74,54.0,1.0,GOOD_CONTRAST,1.891,1.891,30.66,0.5865,MODERATE_NOISE,0.4808,0.9964,241784,0.8166,1.0,0.883,0.7848,0.9102,COMPLETE_FOV,0.1961,1.037,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_a384e688e228.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.924,0.9005,0.9968,1.0,0.4935,1.0,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.924 >= 0.7, Min Dimension = 0.493)",53.88979721069336,635.5392456054688,56.66,0.8341,1.0,0.9005,GOOD,90.43,2.634,0.0,0.9968,0.0,0.0,0.9968,ACCEPTABLE_EXPOSURE,21.91,46.0,1.0,GOOD_CONTRAST,2.024,2.024,22.62,0.4935,MODERATE_NOISE,0.8108,0.9921,893907,1.0323,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.2264,1.091,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_ac1667fac512.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.9231,0.8745,0.9976,1.0,0.5479,1.0,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.923 >= 0.7, Min Dimension = 0.548)",49.248291015625,628.7769775390625,51.78,0.7908,1.0,0.8745,GOOD,89.68,2.902,0.0,0.9976,0.0,0.0,0.9976,ACCEPTABLE_EXPOSURE,21.84,48.0,1.0,GOOD_CONTRAST,1.946,1.946,23.08,0.5479,MODERATE_NOISE,0.8124,0.9922,895722,1.0344,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.2341,1.257,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_b69c224edd6e.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8765,0.7888,0.9059,0.9205,0.9114,0.9966,0.647,1.0,GOOD,ACCEPTABLE_EXPOSURE,SLIGHTLY_HIGH_CONTRAST,LOW_NOISE,COMPLETE_FOV,MODERATE_UNEVEN_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.876 >= 0.7, Min Dimension = 0.647)",17.032865524291992,161.54737854003906,108.8,1.0,0.472,0.7888,GOOD,77.45,1.092,0.0,0.9059,0.0,0.0,0.9059,ACCEPTABLE_EXPOSURE,35.98,113.0,0.9205,SLIGHTLY_HIGH_CONTRAST,0.974,0.974,6.8,0.9114,LOW_NOISE,0.914,0.918,4631396,1.5381,0.9916,1.0,1.0,0.9966,COMPLETE_FOV,0.4216,1.209,0.457,1.0,0.647,MODERATE_UNEVEN_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_bfd5c0e55420.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8483,0.6402,0.7787,0.8537,0.9338,1.0,1.0,1.0,BORDERLINE_BLUR,MILD_OVEREXPOSURE,MILD_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.848 >= 0.7, Min Dimension = 0.640)",6.291801929473877,101.20103454589844,62.06,0.8779,0.2837,0.6402,BORDERLINE_BLUR,113.57,0.948,0.0,0.7787,0.0,0.0,0.7787,MILD_OVEREXPOSURE,14.67,29.0,0.8537,MILD_LOW_CONTRAST,0.728,0.728,3.91,0.9338,LOW_NOISE,0.7529,0.9335,5171904,1.4433,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.1446,1.038,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_cac80797770f.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8864,0.7993,0.7511,1.0,0.8378,1.0,0.9012,1.0,GOOD,MILD_UNDEREXPOSURE,GOOD_CONTRAST,ACCEPTABLE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.886 >= 0.7, Min Dimension = 0.751)",23.2075138092041,172.47805786132812,148.24,1.0,0.4983,0.7993,GOOD,64.51,0.839,0.0,0.7511,0.0,0.0,0.7511,MILD_UNDEREXPOSURE,23.47,63.0,1.0,GOOD_CONTRAST,1.274,1.274,5.31,0.8378,ACCEPTABLE_NOISE,0.8981,0.9241,4550867,1.5114,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.3008,1.264,0.848,1.0,0.9012,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_d567a1a22d33.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.8273,0.6112,0.9209,0.6302,0.9185,1.0,1.0,1.0,BORDERLINE_BLUR,ACCEPTABLE_EXPOSURE,MILD_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.827 >= 0.7, Min Dimension = 0.611)",9.50142765045166,112.52294921875,52.89,0.801,0.3264,0.6112,BORDERLINE_BLUR,79.46,0.732,0.0,0.9209,0.0,0.0,0.9209,ACCEPTABLE_EXPOSURE,12.64,30.0,0.6302,MILD_LOW_CONTRAST,0.896,0.896,3.33,0.9185,LOW_NOISE,0.8391,0.9275,3519237,1.4868,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.1798,1.125,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_df9cb3729eb1.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.9265,0.8758,0.9568,1.0,0.7162,0.9496,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,ACCEPTABLE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.927 >= 0.7, Min Dimension = 0.716)",36.21381759643555,277.3475341796875,144.86,1.0,0.6895,0.8758,GOOD,84.24,1.008,0.0,0.9568,0.0,0.0,0.9568,ACCEPTABLE_EXPOSURE,17.28,37.0,1.0,GOOD_CONTRAST,1.615,1.615,8.53,0.7162,ACCEPTABLE_NOISE,0.4795,0.9968,1508288,0.814,1.0,0.8739,1.0,0.9496,COMPLETE_FOV,0.2097,1.094,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_e933923aab15.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.908,0.9151,0.9051,1.0,0.4343,1.0,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.908 >= 0.7, Min Dimension = 0.434)",56.69470977783203,755.7684936523438,59.61,0.8585,1.0,0.9151,GOOD,102.65,2.696,0.0,0.9051,0.0,0.0,0.9051,ACCEPTABLE_EXPOSURE,23.16,55.0,1.0,GOOD_CONTRAST,2.108,2.108,26.75,0.4343,MODERATE_NOISE,0.8106,0.9913,893733,1.0321,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.202,1.207,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
aptos_f451eee2b66b.png,NON-CRITICAL,OK TO GO,OK TO GO,True,False,False,0.9158,0.8559,0.9562,1.0,0.5844,1.0,1.0,1.0,GOOD,ACCEPTABLE_EXPOSURE,GOOD_CONTRAST,MODERATE_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,False,None,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.916 >= 0.7, Min Dimension = 0.584)",46.18183135986328,638.4613647460938,48.56,0.7599,1.0,0.8559,GOOD,95.85,2.874,0.0,0.9562,0.0,0.0,0.9562,ACCEPTABLE_EXPOSURE,20.89,44.0,1.0,GOOD_CONTRAST,1.894,1.894,23.96,0.5844,MODERATE_NOISE,0.8114,0.9931,894607,1.0332,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.1901,1.147,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
test_IDRiD_001.jpg,CRITICAL,RECAPTURE,RECAPTURE,False,True,False,0.7011,0.707,0.2946,0.2532,0.9222,1.0,1.0,1.0,GOOD,SEVERE_UNDEREXPOSURE,SEVERE_LOW_CONTRAST,LOW_NOISE,COMPLETE_FOV,UNIFORM_ILLUMINATION,CLEAN_NO_ARTIFACTS,True,Severe Underexposure (Retinal Mean Intensity=39.7 < 40.0),Hard Failure Triggered: Severe Underexposure (Retinal Mean Intensity=39.7 < 40.0),8.495461463928223,97.17459869384766,148.97,1.0,0.2674,0.707,GOOD,39.73,0.805,0.0,0.2946,0.0,0.0,0.2946,SEVERE_UNDEREXPOSURE,8.81,26.0,0.2532,SEVERE_LOW_CONTRAST,0.856,0.856,2.6,0.9222,LOW_NOISE,0.6935,0.9569,8469189,1.3294,1.0,1.0,1.0,1.0,COMPLETE_FOV,0.2191,1.14,1.0,1.0,1.0,UNIFORM_ILLUMINATION,0.0,0,1.0,CLEAN_NO_ARTIFACTS
